,participant,filepath,accuracy,frequency,configuration,frequency_start,frequency_end
618,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,7.5,1Hz width 11 channels,7,8
619,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,7.5,1Hz width 11 channels,7,8
620,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,8.5,1Hz width 11 channels,8,9
621,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,8.5,1Hz width 11 channels,8,9
622,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,8.5,1Hz width 11 channels,8,9
623,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,8.5,1Hz width 11 channels,8,9
624,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,8.5,1Hz width 11 channels,8,9
625,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,8.5,1Hz width 11 channels,8,9
626,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,8.5,1Hz width 11 channels,8,9
627,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,8.5,1Hz width 11 channels,8,9
628,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,8.5,1Hz width 11 channels,8,9
629,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,8.5,1Hz width 11 channels,8,9
630,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,9.5,1Hz width 11 channels,9,10
631,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,9.5,1Hz width 11 channels,9,10
632,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,9.5,1Hz width 11 channels,9,10
633,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,9.5,1Hz width 11 channels,9,10
634,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,9.5,1Hz width 11 channels,9,10
635,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,9.5,1Hz width 11 channels,9,10
636,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,9.5,1Hz width 11 channels,9,10
637,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,9.5,1Hz width 11 channels,9,10
638,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,9.5,1Hz width 11 channels,9,10
639,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,9.5,1Hz width 11 channels,9,10
640,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,10.5,1Hz width 11 channels,10,11
641,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,10.5,1Hz width 11 channels,10,11
642,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,10.5,1Hz width 11 channels,10,11
643,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,10.5,1Hz width 11 channels,10,11
644,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,10.5,1Hz width 11 channels,10,11
645,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,10.5,1Hz width 11 channels,10,11
646,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,10.5,1Hz width 11 channels,10,11
647,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,10.5,1Hz width 11 channels,10,11
648,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,10.5,1Hz width 11 channels,10,11
649,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,10.5,1Hz width 11 channels,10,11
650,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,11.5,1Hz width 11 channels,11,12
651,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,11.5,1Hz width 11 channels,11,12
652,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,11.5,1Hz width 11 channels,11,12
653,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,11.5,1Hz width 11 channels,11,12
654,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,11.5,1Hz width 11 channels,11,12
655,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,11.5,1Hz width 11 channels,11,12
656,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,11.5,1Hz width 11 channels,11,12
657,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,11.5,1Hz width 11 channels,11,12
658,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,11.5,1Hz width 11 channels,11,12
659,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,11.5,1Hz width 11 channels,11,12
660,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,12.5,1Hz width 11 channels,12,13
661,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,12.5,1Hz width 11 channels,12,13
662,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,12.5,1Hz width 11 channels,12,13
663,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,12.5,1Hz width 11 channels,12,13
664,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,12.5,1Hz width 11 channels,12,13
665,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,12.5,1Hz width 11 channels,12,13
666,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,12.5,1Hz width 11 channels,12,13
667,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,12.5,1Hz width 11 channels,12,13
668,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,12.5,1Hz width 11 channels,12,13
669,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,12.5,1Hz width 11 channels,12,13
670,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,13.5,1Hz width 11 channels,13,14
671,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,13.5,1Hz width 11 channels,13,14
672,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,13.5,1Hz width 11 channels,13,14
673,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,13.5,1Hz width 11 channels,13,14
674,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,13.5,1Hz width 11 channels,13,14
675,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,13.5,1Hz width 11 channels,13,14
676,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,13.5,1Hz width 11 channels,13,14
677,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,13.5,1Hz width 11 channels,13,14
678,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,13.5,1Hz width 11 channels,13,14
679,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,13.5,1Hz width 11 channels,13,14
680,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,14.5,1Hz width 11 channels,14,15
681,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,14.5,1Hz width 11 channels,14,15
682,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,14.5,1Hz width 11 channels,14,15
683,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,14.5,1Hz width 11 channels,14,15
684,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,14.5,1Hz width 11 channels,14,15
685,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,14.5,1Hz width 11 channels,14,15
686,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,14.5,1Hz width 11 channels,14,15
687,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,14.5,1Hz width 11 channels,14,15
688,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,14.5,1Hz width 11 channels,14,15
689,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,14.5,1Hz width 11 channels,14,15
690,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,15.5,1Hz width 11 channels,15,16
691,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,15.5,1Hz width 11 channels,15,16
692,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,15.5,1Hz width 11 channels,15,16
693,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,15.5,1Hz width 11 channels,15,16
694,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,15.5,1Hz width 11 channels,15,16
695,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,15.5,1Hz width 11 channels,15,16
696,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,15.5,1Hz width 11 channels,15,16
697,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,15.5,1Hz width 11 channels,15,16
698,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,15.5,1Hz width 11 channels,15,16
699,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,15.5,1Hz width 11 channels,15,16
700,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,16.5,1Hz width 11 channels,16,17
701,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,16.5,1Hz width 11 channels,16,17
702,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.5,16.5,1Hz width 11 channels,16,17
703,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,16.5,1Hz width 11 channels,16,17
704,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,16.5,1Hz width 11 channels,16,17
705,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,16.5,1Hz width 11 channels,16,17
706,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,16.5,1Hz width 11 channels,16,17
707,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,16.5,1Hz width 11 channels,16,17
708,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,16.5,1Hz width 11 channels,16,17
709,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,16.5,1Hz width 11 channels,16,17
710,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,17.5,1Hz width 11 channels,17,18
711,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,17.5,1Hz width 11 channels,17,18
712,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,17.5,1Hz width 11 channels,17,18
713,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,17.5,1Hz width 11 channels,17,18
714,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,17.5,1Hz width 11 channels,17,18
715,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,17.5,1Hz width 11 channels,17,18
716,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,17.5,1Hz width 11 channels,17,18
717,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,17.5,1Hz width 11 channels,17,18
718,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,17.5,1Hz width 11 channels,17,18
719,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,17.5,1Hz width 11 channels,17,18
720,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,18.5,1Hz width 11 channels,18,19
721,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,18.5,1Hz width 11 channels,18,19
722,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,18.5,1Hz width 11 channels,18,19
723,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,18.5,1Hz width 11 channels,18,19
724,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,18.5,1Hz width 11 channels,18,19
725,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.5,18.5,1Hz width 11 channels,18,19
726,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,18.5,1Hz width 11 channels,18,19
727,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.5,18.5,1Hz width 11 channels,18,19
728,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,18.5,1Hz width 11 channels,18,19
729,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,18.5,1Hz width 11 channels,18,19
730,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,19.5,1Hz width 11 channels,19,20
731,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,19.5,1Hz width 11 channels,19,20
732,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,19.5,1Hz width 11 channels,19,20
733,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.5,19.5,1Hz width 11 channels,19,20
734,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,19.5,1Hz width 11 channels,19,20
735,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,19.5,1Hz width 11 channels,19,20
736,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.5,19.5,1Hz width 11 channels,19,20
737,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,19.5,1Hz width 11 channels,19,20
738,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,19.5,1Hz width 11 channels,19,20
739,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.5,19.5,1Hz width 11 channels,19,20
740,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,20.5,1Hz width 11 channels,20,21
741,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,20.5,1Hz width 11 channels,20,21
742,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.5,20.5,1Hz width 11 channels,20,21
743,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,20.5,1Hz width 11 channels,20,21
744,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,20.5,1Hz width 11 channels,20,21
745,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,20.5,1Hz width 11 channels,20,21
746,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,20.5,1Hz width 11 channels,20,21
747,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,20.5,1Hz width 11 channels,20,21
748,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,20.5,1Hz width 11 channels,20,21
749,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,20.5,1Hz width 11 channels,20,21
750,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,21.5,1Hz width 11 channels,21,22
751,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.5,21.5,1Hz width 11 channels,21,22
752,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,21.5,1Hz width 11 channels,21,22
753,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.375,21.5,1Hz width 11 channels,21,22
754,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,21.5,1Hz width 11 channels,21,22
755,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,21.5,1Hz width 11 channels,21,22
756,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,21.5,1Hz width 11 channels,21,22
757,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,21.5,1Hz width 11 channels,21,22
758,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,21.5,1Hz width 11 channels,21,22
759,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,21.5,1Hz width 11 channels,21,22
760,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,22.5,1Hz width 11 channels,22,23
761,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.5,22.5,1Hz width 11 channels,22,23
762,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,22.5,1Hz width 11 channels,22,23
763,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,22.5,1Hz width 11 channels,22,23
764,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,22.5,1Hz width 11 channels,22,23
765,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,22.5,1Hz width 11 channels,22,23
766,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,22.5,1Hz width 11 channels,22,23
767,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.5,22.5,1Hz width 11 channels,22,23
768,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,22.5,1Hz width 11 channels,22,23
769,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,22.5,1Hz width 11 channels,22,23
770,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,23.5,1Hz width 11 channels,23,24
771,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,23.5,1Hz width 11 channels,23,24
772,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,23.5,1Hz width 11 channels,23,24
773,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,23.5,1Hz width 11 channels,23,24
774,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.375,23.5,1Hz width 11 channels,23,24
775,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.375,23.5,1Hz width 11 channels,23,24
776,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,23.5,1Hz width 11 channels,23,24
777,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,23.5,1Hz width 11 channels,23,24
778,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,23.5,1Hz width 11 channels,23,24
779,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,23.5,1Hz width 11 channels,23,24
780,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,24.5,1Hz width 11 channels,24,25
781,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,24.5,1Hz width 11 channels,24,25
782,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.375,24.5,1Hz width 11 channels,24,25
783,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,24.5,1Hz width 11 channels,24,25
784,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,24.5,1Hz width 11 channels,24,25
785,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.375,24.5,1Hz width 11 channels,24,25
786,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,24.5,1Hz width 11 channels,24,25
787,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.5,24.5,1Hz width 11 channels,24,25
788,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,24.5,1Hz width 11 channels,24,25
789,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,24.5,1Hz width 11 channels,24,25
790,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,25.5,1Hz width 11 channels,25,26
791,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,25.5,1Hz width 11 channels,25,26
792,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,25.5,1Hz width 11 channels,25,26
793,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,25.5,1Hz width 11 channels,25,26
794,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,25.5,1Hz width 11 channels,25,26
795,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,25.5,1Hz width 11 channels,25,26
796,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,25.5,1Hz width 11 channels,25,26
797,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.5,25.5,1Hz width 11 channels,25,26
798,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,25.5,1Hz width 11 channels,25,26
799,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,25.5,1Hz width 11 channels,25,26
800,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,26.5,1Hz width 11 channels,26,27
801,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,26.5,1Hz width 11 channels,26,27
802,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,26.5,1Hz width 11 channels,26,27
803,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,26.5,1Hz width 11 channels,26,27
804,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,26.5,1Hz width 11 channels,26,27
805,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,26.5,1Hz width 11 channels,26,27
806,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,26.5,1Hz width 11 channels,26,27
807,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,1.0,26.5,1Hz width 11 channels,26,27
808,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,26.5,1Hz width 11 channels,26,27
809,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.875,26.5,1Hz width 11 channels,26,27
810,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.5,27.5,1Hz width 11 channels,27,28
811,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,27.5,1Hz width 11 channels,27,28
812,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.375,27.5,1Hz width 11 channels,27,28
813,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.5,27.5,1Hz width 11 channels,27,28
814,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.375,27.5,1Hz width 11 channels,27,28
815,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.375,27.5,1Hz width 11 channels,27,28
816,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,27.5,1Hz width 11 channels,27,28
817,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.25,27.5,1Hz width 11 channels,27,28
818,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.5,27.5,1Hz width 11 channels,27,28
819,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,27.5,1Hz width 11 channels,27,28
820,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,28.5,1Hz width 11 channels,28,29
821,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.125,28.5,1Hz width 11 channels,28,29
822,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.125,28.5,1Hz width 11 channels,28,29
823,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,28.5,1Hz width 11 channels,28,29
824,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.5,28.5,1Hz width 11 channels,28,29
825,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,28.5,1Hz width 11 channels,28,29
826,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,28.5,1Hz width 11 channels,28,29
827,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,28.5,1Hz width 11 channels,28,29
828,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.375,28.5,1Hz width 11 channels,28,29
829,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.625,28.5,1Hz width 11 channels,28,29
830,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,29.5,1Hz width 11 channels,29,30
831,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.375,29.5,1Hz width 11 channels,29,30
832,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.375,29.5,1Hz width 11 channels,29,30
833,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.375,29.5,1Hz width 11 channels,29,30
834,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.375,29.5,1Hz width 11 channels,29,30
835,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,29.5,1Hz width 11 channels,29,30
836,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,29.5,1Hz width 11 channels,29,30
837,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.75,29.5,1Hz width 11 channels,29,30
838,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.5,29.5,1Hz width 11 channels,29,30
839,data_b,data_b\2023-02-23T10-09-27 audio zamkniete oczy.edf,0.25,29.5,1Hz width 11 channels,29,30
840,data_b,data_b\2023-02-23T10-15-30 visual.edf,0.625,2.5,1Hz width 11 channels,2,3
841,data_b,data_b\2023-02-23T10-15-30 visual.edf,0.5,2.5,1Hz width 11 channels,2,3
842,data_b,data_b\2023-02-23T10-15-30 visual.edf,0.625,2.5,1Hz width 11 channels,2,3
843,data_b,data_b\2023-02-23T10-15-30 visual.edf,0.5,2.5,1Hz width 11 channels,2,3
844,data_b,data_b\2023-02-23T10-15-30 visual.edf,0.375,2.5,1Hz width 11 channels,2,3
845,data_b,data_b\2023-02-23T10-15-30 visual.edf,0.25,2.5,1Hz width 11 channels,2,3
846,data_b,data_b\2023-02-23T10-15-30 visual.edf,0.5,2.5,1Hz width 11 channels,2,3
847,data_b,data_b\2023-02-23T10-15-30 visual.edf,0.375,2.5,1Hz width 11 channels,2,3
848,data_b,data_b\2023-02-23T10-15-30 visual.edf,0.5,2.5,1Hz width 11 channels,2,3
849,data_b,data_b\2023-02-23T10-15-30 visual.edf,0.25,2.5,1Hz width 11 channels,2,3
850,data_b,data_b\2023-02-23T10-15-30 visual.edf,0.5,3.5,1Hz width 11 channels,3,4
851,data_b,data_b\2023-02-23T10-15-30 visual.edf,0.75,3.5,1Hz width 11 channels,3,4
