,participant,filepath,accuracy,frequency,configuration,frequency_start,frequency_end
2581,data_s,data_s\2023-02-23T11-10-20 text .edf,1.0,8.5,1Hz width 11 channels,8,9
2582,data_s,data_s\2023-02-23T11-10-20 text .edf,1.0,8.5,1Hz width 11 channels,8,9
2583,data_s,data_s\2023-02-23T11-10-20 text .edf,1.0,8.5,1Hz width 11 channels,8,9
2584,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,8.5,1Hz width 11 channels,8,9
2585,data_s,data_s\2023-02-23T11-10-20 text .edf,1.0,8.5,1Hz width 11 channels,8,9
2586,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,8.5,1Hz width 11 channels,8,9
2587,data_s,data_s\2023-02-23T11-10-20 text .edf,1.0,8.5,1Hz width 11 channels,8,9
2588,data_s,data_s\2023-02-23T11-10-20 text .edf,0.875,8.5,1Hz width 11 channels,8,9
2589,data_s,data_s\2023-02-23T11-10-20 text .edf,1.0,8.5,1Hz width 11 channels,8,9
2590,data_s,data_s\2023-02-23T11-10-20 text .edf,1.0,9.5,1Hz width 11 channels,9,10
2591,data_s,data_s\2023-02-23T11-10-20 text .edf,0.875,9.5,1Hz width 11 channels,9,10
2592,data_s,data_s\2023-02-23T11-10-20 text .edf,0.875,9.5,1Hz width 11 channels,9,10
2593,data_s,data_s\2023-02-23T11-10-20 text .edf,1.0,9.5,1Hz width 11 channels,9,10
2594,data_s,data_s\2023-02-23T11-10-20 text .edf,1.0,9.5,1Hz width 11 channels,9,10
2595,data_s,data_s\2023-02-23T11-10-20 text .edf,1.0,9.5,1Hz width 11 channels,9,10
2596,data_s,data_s\2023-02-23T11-10-20 text .edf,0.875,9.5,1Hz width 11 channels,9,10
2597,data_s,data_s\2023-02-23T11-10-20 text .edf,0.875,9.5,1Hz width 11 channels,9,10
2598,data_s,data_s\2023-02-23T11-10-20 text .edf,1.0,9.5,1Hz width 11 channels,9,10
2599,data_s,data_s\2023-02-23T11-10-20 text .edf,1.0,9.5,1Hz width 11 channels,9,10
2600,data_s,data_s\2023-02-23T11-10-20 text .edf,1.0,10.5,1Hz width 11 channels,10,11
2601,data_s,data_s\2023-02-23T11-10-20 text .edf,0.875,10.5,1Hz width 11 channels,10,11
2602,data_s,data_s\2023-02-23T11-10-20 text .edf,1.0,10.5,1Hz width 11 channels,10,11
2603,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,10.5,1Hz width 11 channels,10,11
2604,data_s,data_s\2023-02-23T11-10-20 text .edf,1.0,10.5,1Hz width 11 channels,10,11
2605,data_s,data_s\2023-02-23T11-10-20 text .edf,0.875,10.5,1Hz width 11 channels,10,11
2606,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,10.5,1Hz width 11 channels,10,11
2607,data_s,data_s\2023-02-23T11-10-20 text .edf,0.875,10.5,1Hz width 11 channels,10,11
2608,data_s,data_s\2023-02-23T11-10-20 text .edf,1.0,10.5,1Hz width 11 channels,10,11
2609,data_s,data_s\2023-02-23T11-10-20 text .edf,1.0,10.5,1Hz width 11 channels,10,11
2610,data_s,data_s\2023-02-23T11-10-20 text .edf,0.875,11.5,1Hz width 11 channels,11,12
2611,data_s,data_s\2023-02-23T11-10-20 text .edf,0.875,11.5,1Hz width 11 channels,11,12
2612,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,11.5,1Hz width 11 channels,11,12
2613,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,11.5,1Hz width 11 channels,11,12
2614,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,11.5,1Hz width 11 channels,11,12
2615,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,11.5,1Hz width 11 channels,11,12
2616,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,11.5,1Hz width 11 channels,11,12
2617,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,11.5,1Hz width 11 channels,11,12
2618,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,11.5,1Hz width 11 channels,11,12
2619,data_s,data_s\2023-02-23T11-10-20 text .edf,0.875,11.5,1Hz width 11 channels,11,12
2620,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,12.5,1Hz width 11 channels,12,13
2621,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,12.5,1Hz width 11 channels,12,13
2622,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,12.5,1Hz width 11 channels,12,13
2623,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,12.5,1Hz width 11 channels,12,13
2624,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,12.5,1Hz width 11 channels,12,13
2625,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,12.5,1Hz width 11 channels,12,13
2626,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,12.5,1Hz width 11 channels,12,13
2627,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,12.5,1Hz width 11 channels,12,13
2628,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,12.5,1Hz width 11 channels,12,13
2629,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,12.5,1Hz width 11 channels,12,13
2630,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,13.5,1Hz width 11 channels,13,14
2631,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,13.5,1Hz width 11 channels,13,14
2632,data_s,data_s\2023-02-23T11-10-20 text .edf,0.25,13.5,1Hz width 11 channels,13,14
2633,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,13.5,1Hz width 11 channels,13,14
2634,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,13.5,1Hz width 11 channels,13,14
2635,data_s,data_s\2023-02-23T11-10-20 text .edf,0.25,13.5,1Hz width 11 channels,13,14
2636,data_s,data_s\2023-02-23T11-10-20 text .edf,0.125,13.5,1Hz width 11 channels,13,14
2637,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,13.5,1Hz width 11 channels,13,14
2638,data_s,data_s\2023-02-23T11-10-20 text .edf,0.25,13.5,1Hz width 11 channels,13,14
2639,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,13.5,1Hz width 11 channels,13,14
2640,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,14.5,1Hz width 11 channels,14,15
2641,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,14.5,1Hz width 11 channels,14,15
2642,data_s,data_s\2023-02-23T11-10-20 text .edf,0.25,14.5,1Hz width 11 channels,14,15
2643,data_s,data_s\2023-02-23T11-10-20 text .edf,0.125,14.5,1Hz width 11 channels,14,15
2644,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,14.5,1Hz width 11 channels,14,15
2645,data_s,data_s\2023-02-23T11-10-20 text .edf,0.25,14.5,1Hz width 11 channels,14,15
2646,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,14.5,1Hz width 11 channels,14,15
2647,data_s,data_s\2023-02-23T11-10-20 text .edf,0.125,14.5,1Hz width 11 channels,14,15
2648,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,14.5,1Hz width 11 channels,14,15
2649,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,14.5,1Hz width 11 channels,14,15
2650,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,15.5,1Hz width 11 channels,15,16
2651,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,15.5,1Hz width 11 channels,15,16
2652,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,15.5,1Hz width 11 channels,15,16
2653,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,15.5,1Hz width 11 channels,15,16
2654,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,15.5,1Hz width 11 channels,15,16
2655,data_s,data_s\2023-02-23T11-10-20 text .edf,0.125,15.5,1Hz width 11 channels,15,16
2656,data_s,data_s\2023-02-23T11-10-20 text .edf,0.25,15.5,1Hz width 11 channels,15,16
2657,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,15.5,1Hz width 11 channels,15,16
2658,data_s,data_s\2023-02-23T11-10-20 text .edf,0.875,15.5,1Hz width 11 channels,15,16
2659,data_s,data_s\2023-02-23T11-10-20 text .edf,0.25,15.5,1Hz width 11 channels,15,16
2660,data_s,data_s\2023-02-23T11-10-20 text .edf,0.875,16.5,1Hz width 11 channels,16,17
2661,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,16.5,1Hz width 11 channels,16,17
2662,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,16.5,1Hz width 11 channels,16,17
2663,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,16.5,1Hz width 11 channels,16,17
2664,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,16.5,1Hz width 11 channels,16,17
2665,data_s,data_s\2023-02-23T11-10-20 text .edf,0.0,16.5,1Hz width 11 channels,16,17
2666,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,16.5,1Hz width 11 channels,16,17
2667,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,16.5,1Hz width 11 channels,16,17
2668,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,16.5,1Hz width 11 channels,16,17
2669,data_s,data_s\2023-02-23T11-10-20 text .edf,0.25,16.5,1Hz width 11 channels,16,17
2670,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,17.5,1Hz width 11 channels,17,18
2671,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,17.5,1Hz width 11 channels,17,18
2672,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,17.5,1Hz width 11 channels,17,18
2673,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,17.5,1Hz width 11 channels,17,18
2674,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,17.5,1Hz width 11 channels,17,18
2675,data_s,data_s\2023-02-23T11-10-20 text .edf,0.25,17.5,1Hz width 11 channels,17,18
2676,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,17.5,1Hz width 11 channels,17,18
2677,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,17.5,1Hz width 11 channels,17,18
2678,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,17.5,1Hz width 11 channels,17,18
2679,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,17.5,1Hz width 11 channels,17,18
2680,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,18.5,1Hz width 11 channels,18,19
2681,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,18.5,1Hz width 11 channels,18,19
2682,data_s,data_s\2023-02-23T11-10-20 text .edf,0.25,18.5,1Hz width 11 channels,18,19
2683,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,18.5,1Hz width 11 channels,18,19
2684,data_s,data_s\2023-02-23T11-10-20 text .edf,0.25,18.5,1Hz width 11 channels,18,19
2685,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,18.5,1Hz width 11 channels,18,19
2686,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,18.5,1Hz width 11 channels,18,19
2687,data_s,data_s\2023-02-23T11-10-20 text .edf,0.25,18.5,1Hz width 11 channels,18,19
2688,data_s,data_s\2023-02-23T11-10-20 text .edf,0.25,18.5,1Hz width 11 channels,18,19
2689,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,18.5,1Hz width 11 channels,18,19
2690,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,19.5,1Hz width 11 channels,19,20
2691,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,19.5,1Hz width 11 channels,19,20
2692,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,19.5,1Hz width 11 channels,19,20
2693,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,19.5,1Hz width 11 channels,19,20
2694,data_s,data_s\2023-02-23T11-10-20 text .edf,0.25,19.5,1Hz width 11 channels,19,20
2695,data_s,data_s\2023-02-23T11-10-20 text .edf,0.25,19.5,1Hz width 11 channels,19,20
2696,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,19.5,1Hz width 11 channels,19,20
2697,data_s,data_s\2023-02-23T11-10-20 text .edf,0.25,19.5,1Hz width 11 channels,19,20
2698,data_s,data_s\2023-02-23T11-10-20 text .edf,0.875,19.5,1Hz width 11 channels,19,20
2699,data_s,data_s\2023-02-23T11-10-20 text .edf,0.25,19.5,1Hz width 11 channels,19,20
2700,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,20.5,1Hz width 11 channels,20,21
2701,data_s,data_s\2023-02-23T11-10-20 text .edf,0.25,20.5,1Hz width 11 channels,20,21
2702,data_s,data_s\2023-02-23T11-10-20 text .edf,0.25,20.5,1Hz width 11 channels,20,21
2703,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,20.5,1Hz width 11 channels,20,21
2704,data_s,data_s\2023-02-23T11-10-20 text .edf,0.125,20.5,1Hz width 11 channels,20,21
2705,data_s,data_s\2023-02-23T11-10-20 text .edf,0.25,20.5,1Hz width 11 channels,20,21
2706,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,20.5,1Hz width 11 channels,20,21
2707,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,20.5,1Hz width 11 channels,20,21
2708,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,20.5,1Hz width 11 channels,20,21
2709,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,20.5,1Hz width 11 channels,20,21
2710,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,21.5,1Hz width 11 channels,21,22
2711,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,21.5,1Hz width 11 channels,21,22
2712,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,21.5,1Hz width 11 channels,21,22
2713,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,21.5,1Hz width 11 channels,21,22
2714,data_s,data_s\2023-02-23T11-10-20 text .edf,0.25,21.5,1Hz width 11 channels,21,22
2715,data_s,data_s\2023-02-23T11-10-20 text .edf,0.25,21.5,1Hz width 11 channels,21,22
2716,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,21.5,1Hz width 11 channels,21,22
2717,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,21.5,1Hz width 11 channels,21,22
2718,data_s,data_s\2023-02-23T11-10-20 text .edf,0.25,21.5,1Hz width 11 channels,21,22
2719,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,21.5,1Hz width 11 channels,21,22
2720,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,22.5,1Hz width 11 channels,22,23
2721,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,22.5,1Hz width 11 channels,22,23
2722,data_s,data_s\2023-02-23T11-10-20 text .edf,0.875,22.5,1Hz width 11 channels,22,23
2723,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,22.5,1Hz width 11 channels,22,23
2724,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,22.5,1Hz width 11 channels,22,23
2725,data_s,data_s\2023-02-23T11-10-20 text .edf,0.125,22.5,1Hz width 11 channels,22,23
2726,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,22.5,1Hz width 11 channels,22,23
2727,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,22.5,1Hz width 11 channels,22,23
2728,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,22.5,1Hz width 11 channels,22,23
2729,data_s,data_s\2023-02-23T11-10-20 text .edf,0.875,22.5,1Hz width 11 channels,22,23
2730,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,23.5,1Hz width 11 channels,23,24
2731,data_s,data_s\2023-02-23T11-10-20 text .edf,0.875,23.5,1Hz width 11 channels,23,24
2732,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,23.5,1Hz width 11 channels,23,24
2733,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,23.5,1Hz width 11 channels,23,24
2734,data_s,data_s\2023-02-23T11-10-20 text .edf,0.875,23.5,1Hz width 11 channels,23,24
2735,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,23.5,1Hz width 11 channels,23,24
2736,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,23.5,1Hz width 11 channels,23,24
2737,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,23.5,1Hz width 11 channels,23,24
2738,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,23.5,1Hz width 11 channels,23,24
2739,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,23.5,1Hz width 11 channels,23,24
2740,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,24.5,1Hz width 11 channels,24,25
2741,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,24.5,1Hz width 11 channels,24,25
2742,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,24.5,1Hz width 11 channels,24,25
2743,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,24.5,1Hz width 11 channels,24,25
2744,data_s,data_s\2023-02-23T11-10-20 text .edf,1.0,24.5,1Hz width 11 channels,24,25
2745,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,24.5,1Hz width 11 channels,24,25
2746,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,24.5,1Hz width 11 channels,24,25
2747,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,24.5,1Hz width 11 channels,24,25
2748,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,24.5,1Hz width 11 channels,24,25
2749,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,24.5,1Hz width 11 channels,24,25
2750,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,25.5,1Hz width 11 channels,25,26
2751,data_s,data_s\2023-02-23T11-10-20 text .edf,0.25,25.5,1Hz width 11 channels,25,26
2752,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,25.5,1Hz width 11 channels,25,26
2753,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,25.5,1Hz width 11 channels,25,26
2754,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,25.5,1Hz width 11 channels,25,26
2755,data_s,data_s\2023-02-23T11-10-20 text .edf,0.125,25.5,1Hz width 11 channels,25,26
2756,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,25.5,1Hz width 11 channels,25,26
2757,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,25.5,1Hz width 11 channels,25,26
2758,data_s,data_s\2023-02-23T11-10-20 text .edf,0.25,25.5,1Hz width 11 channels,25,26
2759,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,25.5,1Hz width 11 channels,25,26
2760,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,26.5,1Hz width 11 channels,26,27
2761,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,26.5,1Hz width 11 channels,26,27
2762,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,26.5,1Hz width 11 channels,26,27
2763,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,26.5,1Hz width 11 channels,26,27
2764,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,26.5,1Hz width 11 channels,26,27
2765,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,26.5,1Hz width 11 channels,26,27
2766,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,26.5,1Hz width 11 channels,26,27
2767,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,26.5,1Hz width 11 channels,26,27
2768,data_s,data_s\2023-02-23T11-10-20 text .edf,0.875,26.5,1Hz width 11 channels,26,27
2769,data_s,data_s\2023-02-23T11-10-20 text .edf,0.875,26.5,1Hz width 11 channels,26,27
2770,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,27.5,1Hz width 11 channels,27,28
2771,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,27.5,1Hz width 11 channels,27,28
2772,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,27.5,1Hz width 11 channels,27,28
2773,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,27.5,1Hz width 11 channels,27,28
2774,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,27.5,1Hz width 11 channels,27,28
2775,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,27.5,1Hz width 11 channels,27,28
2776,data_s,data_s\2023-02-23T11-10-20 text .edf,0.875,27.5,1Hz width 11 channels,27,28
2777,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,27.5,1Hz width 11 channels,27,28
2778,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,27.5,1Hz width 11 channels,27,28
2779,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,27.5,1Hz width 11 channels,27,28
2780,data_s,data_s\2023-02-23T11-10-20 text .edf,0.25,28.5,1Hz width 11 channels,28,29
2781,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,28.5,1Hz width 11 channels,28,29
2782,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,28.5,1Hz width 11 channels,28,29
2783,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,28.5,1Hz width 11 channels,28,29
2784,data_s,data_s\2023-02-23T11-10-20 text .edf,0.625,28.5,1Hz width 11 channels,28,29
2785,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,28.5,1Hz width 11 channels,28,29
2786,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,28.5,1Hz width 11 channels,28,29
2787,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,28.5,1Hz width 11 channels,28,29
2788,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,28.5,1Hz width 11 channels,28,29
2789,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,28.5,1Hz width 11 channels,28,29
2790,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,29.5,1Hz width 11 channels,29,30
2791,data_s,data_s\2023-02-23T11-10-20 text .edf,0.25,29.5,1Hz width 11 channels,29,30
2792,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,29.5,1Hz width 11 channels,29,30
2793,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,29.5,1Hz width 11 channels,29,30
2794,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,29.5,1Hz width 11 channels,29,30
2795,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,29.5,1Hz width 11 channels,29,30
2796,data_s,data_s\2023-02-23T11-10-20 text .edf,0.375,29.5,1Hz width 11 channels,29,30
2797,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,29.5,1Hz width 11 channels,29,30
2798,data_s,data_s\2023-02-23T11-10-20 text .edf,0.5,29.5,1Hz width 11 channels,29,30
2799,data_s,data_s\2023-02-23T11-10-20 text .edf,0.75,29.5,1Hz width 11 channels,29,30
2800,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.5,2.5,1Hz width 11 channels,2,3
2801,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.625,2.5,1Hz width 11 channels,2,3
2802,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.75,2.5,1Hz width 11 channels,2,3
2803,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.875,2.5,1Hz width 11 channels,2,3
2804,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.375,2.5,1Hz width 11 channels,2,3
2805,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.75,2.5,1Hz width 11 channels,2,3
2806,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.75,2.5,1Hz width 11 channels,2,3
2807,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.625,2.5,1Hz width 11 channels,2,3
2808,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.625,2.5,1Hz width 11 channels,2,3
2809,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.375,2.5,1Hz width 11 channels,2,3
2810,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.75,3.5,1Hz width 11 channels,3,4
2811,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.625,3.5,1Hz width 11 channels,3,4
2812,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.625,3.5,1Hz width 11 channels,3,4
2813,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.875,3.5,1Hz width 11 channels,3,4
2814,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.75,3.5,1Hz width 11 channels,3,4
2815,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.5,3.5,1Hz width 11 channels,3,4
2816,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.75,3.5,1Hz width 11 channels,3,4
2817,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.5,3.5,1Hz width 11 channels,3,4
2818,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.5,3.5,1Hz width 11 channels,3,4
2819,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.75,3.5,1Hz width 11 channels,3,4
2820,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.625,4.5,1Hz width 11 channels,4,5
2821,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.5,4.5,1Hz width 11 channels,4,5
2822,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.75,4.5,1Hz width 11 channels,4,5
2823,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.25,4.5,1Hz width 11 channels,4,5
2824,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.375,4.5,1Hz width 11 channels,4,5
2825,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.375,4.5,1Hz width 11 channels,4,5
2826,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.875,4.5,1Hz width 11 channels,4,5
2827,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.5,4.5,1Hz width 11 channels,4,5
2828,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.25,4.5,1Hz width 11 channels,4,5
2829,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.625,4.5,1Hz width 11 channels,4,5
2830,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.5,5.5,1Hz width 11 channels,5,6
2831,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.5,5.5,1Hz width 11 channels,5,6
2832,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.5,5.5,1Hz width 11 channels,5,6
2833,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.75,5.5,1Hz width 11 channels,5,6
2834,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.25,5.5,1Hz width 11 channels,5,6
2835,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.375,5.5,1Hz width 11 channels,5,6
2836,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.625,5.5,1Hz width 11 channels,5,6
2837,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.375,5.5,1Hz width 11 channels,5,6
2838,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.0,5.5,1Hz width 11 channels,5,6
2839,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.5,5.5,1Hz width 11 channels,5,6
2840,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.625,6.5,1Hz width 11 channels,6,7
2841,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.375,6.5,1Hz width 11 channels,6,7
2842,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.375,6.5,1Hz width 11 channels,6,7
2843,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.625,6.5,1Hz width 11 channels,6,7
2844,data_s,data_s\2023-02-23T11-16-16 audio otwarte.edf,0.375,6.5,1Hz width 11 channels,6,7
