,accuracy,frequency,configuration,frequency_start,frequency_end,subject,classifier
153,0.6410256410256411,11.5,3Hz width 11 channels,10,13,25,csp
154,0.5128205128205128,11.5,3Hz width 11 channels,10,13,25,csp
155,0.6153846153846154,11.5,3Hz width 11 channels,10,13,25,csp
156,0.6794871794871795,11.5,3Hz width 11 channels,10,13,25,csp
157,0.6025641025641025,11.5,3Hz width 11 channels,10,13,25,csp
158,0.6025641025641025,11.5,3Hz width 11 channels,10,13,25,csp
159,0.6410256410256411,11.5,3Hz width 11 channels,10,13,25,csp
160,0.5769230769230769,13.5,3Hz width 11 channels,12,15,25,csp
161,0.6153846153846154,13.5,3Hz width 11 channels,12,15,25,csp
162,0.6282051282051282,13.5,3Hz width 11 channels,12,15,25,csp
163,0.5897435897435898,13.5,3Hz width 11 channels,12,15,25,csp
164,0.5641025641025641,13.5,3Hz width 11 channels,12,15,25,csp
165,0.5512820512820513,13.5,3Hz width 11 channels,12,15,25,csp
166,0.6794871794871795,13.5,3Hz width 11 channels,12,15,25,csp
167,0.5256410256410257,13.5,3Hz width 11 channels,12,15,25,csp
168,0.5897435897435898,13.5,3Hz width 11 channels,12,15,25,csp
169,0.6666666666666666,13.5,3Hz width 11 channels,12,15,25,csp
170,0.3461538461538461,15.5,3Hz width 11 channels,14,17,25,csp
171,0.4871794871794871,15.5,3Hz width 11 channels,14,17,25,csp
172,0.4358974358974359,15.5,3Hz width 11 channels,14,17,25,csp
173,0.4743589743589743,15.5,3Hz width 11 channels,14,17,25,csp
174,0.5,15.5,3Hz width 11 channels,14,17,25,csp
175,0.4615384615384615,15.5,3Hz width 11 channels,14,17,25,csp
176,0.5,15.5,3Hz width 11 channels,14,17,25,csp
177,0.3333333333333333,15.5,3Hz width 11 channels,14,17,25,csp
178,0.5769230769230769,15.5,3Hz width 11 channels,14,17,25,csp
179,0.4487179487179487,15.5,3Hz width 11 channels,14,17,25,csp
180,0.5769230769230769,7.0,6Hz width 11 channels,4,10,25,csp
181,0.5512820512820513,7.0,6Hz width 11 channels,4,10,25,csp
182,0.5128205128205128,7.0,6Hz width 11 channels,4,10,25,csp
183,0.6025641025641025,7.0,6Hz width 11 channels,4,10,25,csp
184,0.5384615384615384,7.0,6Hz width 11 channels,4,10,25,csp
185,0.5384615384615384,7.0,6Hz width 11 channels,4,10,25,csp
186,0.5384615384615384,7.0,6Hz width 11 channels,4,10,25,csp
187,0.5512820512820513,7.0,6Hz width 11 channels,4,10,25,csp
188,0.6025641025641025,7.0,6Hz width 11 channels,4,10,25,csp
189,0.5641025641025641,7.0,6Hz width 11 channels,4,10,25,csp
190,0.5512820512820513,11.0,6Hz width 11 channels,8,14,25,csp
191,0.5769230769230769,11.0,6Hz width 11 channels,8,14,25,csp
192,0.5256410256410257,11.0,6Hz width 11 channels,8,14,25,csp
193,0.6282051282051282,11.0,6Hz width 11 channels,8,14,25,csp
194,0.5512820512820513,11.0,6Hz width 11 channels,8,14,25,csp
195,0.5256410256410257,11.0,6Hz width 11 channels,8,14,25,csp
196,0.6538461538461539,11.0,6Hz width 11 channels,8,14,25,csp
197,0.5897435897435898,11.0,6Hz width 11 channels,8,14,25,csp
198,0.5512820512820513,11.0,6Hz width 11 channels,8,14,25,csp
199,0.5641025641025641,11.0,6Hz width 11 channels,8,14,25,csp
200,0.5384615384615384,15.0,6Hz width 11 channels,12,18,25,csp
201,0.5769230769230769,15.0,6Hz width 11 channels,12,18,25,csp
202,0.6794871794871795,15.0,6Hz width 11 channels,12,18,25,csp
203,0.5897435897435898,15.0,6Hz width 11 channels,12,18,25,csp
204,0.5512820512820513,15.0,6Hz width 11 channels,12,18,25,csp
205,0.5512820512820513,15.0,6Hz width 11 channels,12,18,25,csp
206,0.5897435897435898,15.0,6Hz width 11 channels,12,18,25,csp
207,0.5512820512820513,15.0,6Hz width 11 channels,12,18,25,csp
208,0.5641025641025641,15.0,6Hz width 11 channels,12,18,25,csp
209,0.5641025641025641,15.0,6Hz width 11 channels,12,18,25,csp
0,0.6329113924050633,4.5,1Hz width 11 channels,4,5,26,csp
1,0.5949367088607594,4.5,1Hz width 11 channels,4,5,26,csp
2,0.620253164556962,4.5,1Hz width 11 channels,4,5,26,csp
3,0.6075949367088608,4.5,1Hz width 11 channels,4,5,26,csp
4,0.6708860759493671,4.5,1Hz width 11 channels,4,5,26,csp
5,0.6075949367088608,4.5,1Hz width 11 channels,4,5,26,csp
6,0.6455696202531646,4.5,1Hz width 11 channels,4,5,26,csp
7,0.6835443037974683,4.5,1Hz width 11 channels,4,5,26,csp
8,0.6455696202531646,4.5,1Hz width 11 channels,4,5,26,csp
9,0.5822784810126582,4.5,1Hz width 11 channels,4,5,26,csp
10,0.6075949367088608,5.5,1Hz width 11 channels,5,6,26,csp
11,0.5949367088607594,5.5,1Hz width 11 channels,5,6,26,csp
12,0.6075949367088608,5.5,1Hz width 11 channels,5,6,26,csp
13,0.5443037974683544,5.5,1Hz width 11 channels,5,6,26,csp
14,0.620253164556962,5.5,1Hz width 11 channels,5,6,26,csp
15,0.5569620253164557,5.5,1Hz width 11 channels,5,6,26,csp
16,0.5949367088607594,5.5,1Hz width 11 channels,5,6,26,csp
17,0.6835443037974683,5.5,1Hz width 11 channels,5,6,26,csp
18,0.6582278481012658,5.5,1Hz width 11 channels,5,6,26,csp
19,0.5822784810126582,5.5,1Hz width 11 channels,5,6,26,csp
20,0.5443037974683544,6.5,1Hz width 11 channels,6,7,26,csp
21,0.5569620253164557,6.5,1Hz width 11 channels,6,7,26,csp
22,0.5822784810126582,6.5,1Hz width 11 channels,6,7,26,csp
23,0.5822784810126582,6.5,1Hz width 11 channels,6,7,26,csp
24,0.6075949367088608,6.5,1Hz width 11 channels,6,7,26,csp
25,0.5443037974683544,6.5,1Hz width 11 channels,6,7,26,csp
26,0.5949367088607594,6.5,1Hz width 11 channels,6,7,26,csp
27,0.6075949367088608,6.5,1Hz width 11 channels,6,7,26,csp
28,0.5316455696202531,6.5,1Hz width 11 channels,6,7,26,csp
29,0.5822784810126582,6.5,1Hz width 11 channels,6,7,26,csp
30,0.5949367088607594,7.5,1Hz width 11 channels,7,8,26,csp
31,0.5316455696202531,7.5,1Hz width 11 channels,7,8,26,csp
32,0.4556962025316455,7.5,1Hz width 11 channels,7,8,26,csp
33,0.4556962025316455,7.5,1Hz width 11 channels,7,8,26,csp
34,0.5569620253164557,7.5,1Hz width 11 channels,7,8,26,csp
35,0.5569620253164557,7.5,1Hz width 11 channels,7,8,26,csp
36,0.5569620253164557,7.5,1Hz width 11 channels,7,8,26,csp
37,0.5189873417721519,7.5,1Hz width 11 channels,7,8,26,csp
38,0.4936708860759494,7.5,1Hz width 11 channels,7,8,26,csp
39,0.5569620253164557,7.5,1Hz width 11 channels,7,8,26,csp
40,0.5063291139240507,8.5,1Hz width 11 channels,8,9,26,csp
41,0.5189873417721519,8.5,1Hz width 11 channels,8,9,26,csp
42,0.6075949367088608,8.5,1Hz width 11 channels,8,9,26,csp
43,0.569620253164557,8.5,1Hz width 11 channels,8,9,26,csp
44,0.5822784810126582,8.5,1Hz width 11 channels,8,9,26,csp
45,0.5316455696202531,8.5,1Hz width 11 channels,8,9,26,csp
46,0.620253164556962,8.5,1Hz width 11 channels,8,9,26,csp
47,0.5569620253164557,8.5,1Hz width 11 channels,8,9,26,csp
48,0.5949367088607594,8.5,1Hz width 11 channels,8,9,26,csp
49,0.6835443037974683,8.5,1Hz width 11 channels,8,9,26,csp
50,0.5443037974683544,9.5,1Hz width 11 channels,9,10,26,csp
51,0.5569620253164557,9.5,1Hz width 11 channels,9,10,26,csp
52,0.5822784810126582,9.5,1Hz width 11 channels,9,10,26,csp
53,0.6455696202531646,9.5,1Hz width 11 channels,9,10,26,csp
54,0.5949367088607594,9.5,1Hz width 11 channels,9,10,26,csp
55,0.5316455696202531,9.5,1Hz width 11 channels,9,10,26,csp
56,0.5949367088607594,9.5,1Hz width 11 channels,9,10,26,csp
57,0.5316455696202531,9.5,1Hz width 11 channels,9,10,26,csp
58,0.6075949367088608,9.5,1Hz width 11 channels,9,10,26,csp
59,0.5949367088607594,9.5,1Hz width 11 channels,9,10,26,csp
60,0.620253164556962,10.5,1Hz width 11 channels,10,11,26,csp
61,0.5822784810126582,10.5,1Hz width 11 channels,10,11,26,csp
62,0.5569620253164557,10.5,1Hz width 11 channels,10,11,26,csp
63,0.5822784810126582,10.5,1Hz width 11 channels,10,11,26,csp
64,0.6708860759493671,10.5,1Hz width 11 channels,10,11,26,csp
65,0.5316455696202531,10.5,1Hz width 11 channels,10,11,26,csp
66,0.6835443037974683,10.5,1Hz width 11 channels,10,11,26,csp
67,0.4936708860759494,10.5,1Hz width 11 channels,10,11,26,csp
68,0.5443037974683544,10.5,1Hz width 11 channels,10,11,26,csp
69,0.6582278481012658,10.5,1Hz width 11 channels,10,11,26,csp
70,0.5822784810126582,11.5,1Hz width 11 channels,11,12,26,csp
71,0.5063291139240507,11.5,1Hz width 11 channels,11,12,26,csp
72,0.5189873417721519,11.5,1Hz width 11 channels,11,12,26,csp
73,0.5949367088607594,11.5,1Hz width 11 channels,11,12,26,csp
74,0.6075949367088608,11.5,1Hz width 11 channels,11,12,26,csp
75,0.6075949367088608,11.5,1Hz width 11 channels,11,12,26,csp
76,0.620253164556962,11.5,1Hz width 11 channels,11,12,26,csp
77,0.569620253164557,11.5,1Hz width 11 channels,11,12,26,csp
78,0.569620253164557,11.5,1Hz width 11 channels,11,12,26,csp
79,0.620253164556962,11.5,1Hz width 11 channels,11,12,26,csp
80,0.5822784810126582,12.5,1Hz width 11 channels,12,13,26,csp
81,0.6835443037974683,12.5,1Hz width 11 channels,12,13,26,csp
82,0.5316455696202531,12.5,1Hz width 11 channels,12,13,26,csp
83,0.5822784810126582,12.5,1Hz width 11 channels,12,13,26,csp
84,0.569620253164557,12.5,1Hz width 11 channels,12,13,26,csp
85,0.5443037974683544,12.5,1Hz width 11 channels,12,13,26,csp
86,0.5949367088607594,12.5,1Hz width 11 channels,12,13,26,csp
87,0.6075949367088608,12.5,1Hz width 11 channels,12,13,26,csp
88,0.6455696202531646,12.5,1Hz width 11 channels,12,13,26,csp
89,0.569620253164557,12.5,1Hz width 11 channels,12,13,26,csp
90,0.6329113924050633,13.5,1Hz width 11 channels,13,14,26,csp
91,0.7721518987341772,13.5,1Hz width 11 channels,13,14,26,csp
92,0.6708860759493671,13.5,1Hz width 11 channels,13,14,26,csp
93,0.7215189873417721,13.5,1Hz width 11 channels,13,14,26,csp
94,0.6835443037974683,13.5,1Hz width 11 channels,13,14,26,csp
95,0.620253164556962,13.5,1Hz width 11 channels,13,14,26,csp
96,0.6962025316455697,13.5,1Hz width 11 channels,13,14,26,csp
97,0.6582278481012658,13.5,1Hz width 11 channels,13,14,26,csp
98,0.6075949367088608,13.5,1Hz width 11 channels,13,14,26,csp
99,0.6962025316455697,13.5,1Hz width 11 channels,13,14,26,csp
100,0.5443037974683544,14.5,1Hz width 11 channels,14,15,26,csp
101,0.5949367088607594,14.5,1Hz width 11 channels,14,15,26,csp
102,0.569620253164557,14.5,1Hz width 11 channels,14,15,26,csp
103,0.6455696202531646,14.5,1Hz width 11 channels,14,15,26,csp
104,0.5949367088607594,14.5,1Hz width 11 channels,14,15,26,csp
105,0.6708860759493671,14.5,1Hz width 11 channels,14,15,26,csp
106,0.6582278481012658,14.5,1Hz width 11 channels,14,15,26,csp
107,0.5569620253164557,14.5,1Hz width 11 channels,14,15,26,csp
108,0.5569620253164557,14.5,1Hz width 11 channels,14,15,26,csp
109,0.5949367088607594,14.5,1Hz width 11 channels,14,15,26,csp
110,0.5569620253164557,15.5,1Hz width 11 channels,15,16,26,csp
111,0.6075949367088608,15.5,1Hz width 11 channels,15,16,26,csp
112,0.5443037974683544,15.5,1Hz width 11 channels,15,16,26,csp
113,0.5822784810126582,15.5,1Hz width 11 channels,15,16,26,csp
114,0.620253164556962,15.5,1Hz width 11 channels,15,16,26,csp
115,0.620253164556962,15.5,1Hz width 11 channels,15,16,26,csp
116,0.5316455696202531,15.5,1Hz width 11 channels,15,16,26,csp
117,0.6582278481012658,15.5,1Hz width 11 channels,15,16,26,csp
118,0.5569620253164557,15.5,1Hz width 11 channels,15,16,26,csp
119,0.5569620253164557,15.5,1Hz width 11 channels,15,16,26,csp
120,0.6329113924050633,5.5,3Hz width 11 channels,4,7,26,csp
121,0.620253164556962,5.5,3Hz width 11 channels,4,7,26,csp
122,0.6455696202531646,5.5,3Hz width 11 channels,4,7,26,csp
123,0.5822784810126582,5.5,3Hz width 11 channels,4,7,26,csp
124,0.6835443037974683,5.5,3Hz width 11 channels,4,7,26,csp
125,0.569620253164557,5.5,3Hz width 11 channels,4,7,26,csp
126,0.6455696202531646,5.5,3Hz width 11 channels,4,7,26,csp
127,0.6962025316455697,5.5,3Hz width 11 channels,4,7,26,csp
128,0.5949367088607594,5.5,3Hz width 11 channels,4,7,26,csp
129,0.5316455696202531,5.5,3Hz width 11 channels,4,7,26,csp
130,0.569620253164557,7.5,3Hz width 11 channels,6,9,26,csp
131,0.569620253164557,7.5,3Hz width 11 channels,6,9,26,csp
132,0.569620253164557,7.5,3Hz width 11 channels,6,9,26,csp
133,0.5569620253164557,7.5,3Hz width 11 channels,6,9,26,csp
134,0.6582278481012658,7.5,3Hz width 11 channels,6,9,26,csp
135,0.5189873417721519,7.5,3Hz width 11 channels,6,9,26,csp
136,0.6075949367088608,7.5,3Hz width 11 channels,6,9,26,csp
137,0.6582278481012658,7.5,3Hz width 11 channels,6,9,26,csp
138,0.6329113924050633,7.5,3Hz width 11 channels,6,9,26,csp
139,0.6835443037974683,7.5,3Hz width 11 channels,6,9,26,csp
140,0.5569620253164557,9.5,3Hz width 11 channels,8,11,26,csp
141,0.5316455696202531,9.5,3Hz width 11 channels,8,11,26,csp
142,0.5822784810126582,9.5,3Hz width 11 channels,8,11,26,csp
143,0.6329113924050633,9.5,3Hz width 11 channels,8,11,26,csp
144,0.620253164556962,9.5,3Hz width 11 channels,8,11,26,csp
145,0.5316455696202531,9.5,3Hz width 11 channels,8,11,26,csp
146,0.5949367088607594,9.5,3Hz width 11 channels,8,11,26,csp
147,0.5443037974683544,9.5,3Hz width 11 channels,8,11,26,csp
148,0.6075949367088608,9.5,3Hz width 11 channels,8,11,26,csp
149,0.6582278481012658,9.5,3Hz width 11 channels,8,11,26,csp
150,0.5822784810126582,11.5,3Hz width 11 channels,10,13,26,csp
151,0.5822784810126582,11.5,3Hz width 11 channels,10,13,26,csp
152,0.6708860759493671,11.5,3Hz width 11 channels,10,13,26,csp
153,0.5949367088607594,11.5,3Hz width 11 channels,10,13,26,csp
154,0.6962025316455697,11.5,3Hz width 11 channels,10,13,26,csp
155,0.5569620253164557,11.5,3Hz width 11 channels,10,13,26,csp
156,0.6582278481012658,11.5,3Hz width 11 channels,10,13,26,csp
157,0.5316455696202531,11.5,3Hz width 11 channels,10,13,26,csp
158,0.620253164556962,11.5,3Hz width 11 channels,10,13,26,csp
159,0.6455696202531646,11.5,3Hz width 11 channels,10,13,26,csp
160,0.6075949367088608,13.5,3Hz width 11 channels,12,15,26,csp
161,0.7215189873417721,13.5,3Hz width 11 channels,12,15,26,csp
162,0.6075949367088608,13.5,3Hz width 11 channels,12,15,26,csp
163,0.6582278481012658,13.5,3Hz width 11 channels,12,15,26,csp
164,0.6455696202531646,13.5,3Hz width 11 channels,12,15,26,csp
165,0.5949367088607594,13.5,3Hz width 11 channels,12,15,26,csp
166,0.6075949367088608,13.5,3Hz width 11 channels,12,15,26,csp
167,0.569620253164557,13.5,3Hz width 11 channels,12,15,26,csp
168,0.6075949367088608,13.5,3Hz width 11 channels,12,15,26,csp
169,0.569620253164557,13.5,3Hz width 11 channels,12,15,26,csp
170,0.6835443037974683,15.5,3Hz width 11 channels,14,17,26,csp
171,0.6075949367088608,15.5,3Hz width 11 channels,14,17,26,csp
172,0.569620253164557,15.5,3Hz width 11 channels,14,17,26,csp
173,0.620253164556962,15.5,3Hz width 11 channels,14,17,26,csp
174,0.6582278481012658,15.5,3Hz width 11 channels,14,17,26,csp
175,0.6962025316455697,15.5,3Hz width 11 channels,14,17,26,csp
176,0.5569620253164557,15.5,3Hz width 11 channels,14,17,26,csp
177,0.5949367088607594,15.5,3Hz width 11 channels,14,17,26,csp
178,0.620253164556962,15.5,3Hz width 11 channels,14,17,26,csp
179,0.6708860759493671,15.5,3Hz width 11 channels,14,17,26,csp
180,0.6329113924050633,7.0,6Hz width 11 channels,4,10,26,csp
181,0.5569620253164557,7.0,6Hz width 11 channels,4,10,26,csp
182,0.7215189873417721,7.0,6Hz width 11 channels,4,10,26,csp
183,0.6455696202531646,7.0,6Hz width 11 channels,4,10,26,csp
184,0.6962025316455697,7.0,6Hz width 11 channels,4,10,26,csp
185,0.4810126582278481,7.0,6Hz width 11 channels,4,10,26,csp
186,0.6835443037974683,7.0,6Hz width 11 channels,4,10,26,csp
187,0.6329113924050633,7.0,6Hz width 11 channels,4,10,26,csp
188,0.5949367088607594,7.0,6Hz width 11 channels,4,10,26,csp
189,0.6455696202531646,7.0,6Hz width 11 channels,4,10,26,csp
190,0.5949367088607594,11.0,6Hz width 11 channels,8,14,26,csp
191,0.5189873417721519,11.0,6Hz width 11 channels,8,14,26,csp
192,0.5949367088607594,11.0,6Hz width 11 channels,8,14,26,csp
193,0.5822784810126582,11.0,6Hz width 11 channels,8,14,26,csp
194,0.5822784810126582,11.0,6Hz width 11 channels,8,14,26,csp
195,0.5316455696202531,11.0,6Hz width 11 channels,8,14,26,csp
196,0.5569620253164557,11.0,6Hz width 11 channels,8,14,26,csp
197,0.5316455696202531,11.0,6Hz width 11 channels,8,14,26,csp
198,0.5949367088607594,11.0,6Hz width 11 channels,8,14,26,csp
199,0.6835443037974683,11.0,6Hz width 11 channels,8,14,26,csp
200,0.6075949367088608,15.0,6Hz width 11 channels,12,18,26,csp
201,0.6835443037974683,15.0,6Hz width 11 channels,12,18,26,csp
202,0.5949367088607594,15.0,6Hz width 11 channels,12,18,26,csp
203,0.6582278481012658,15.0,6Hz width 11 channels,12,18,26,csp
204,0.6455696202531646,15.0,6Hz width 11 channels,12,18,26,csp
205,0.569620253164557,15.0,6Hz width 11 channels,12,18,26,csp
206,0.5949367088607594,15.0,6Hz width 11 channels,12,18,26,csp
207,0.6329113924050633,15.0,6Hz width 11 channels,12,18,26,csp
208,0.620253164556962,15.0,6Hz width 11 channels,12,18,26,csp
209,0.6582278481012658,15.0,6Hz width 11 channels,12,18,26,csp
0,0.4864864864864865,4.5,1Hz width 11 channels,4,5,27,csp
1,0.5675675675675675,4.5,1Hz width 11 channels,4,5,27,csp
2,0.4864864864864865,4.5,1Hz width 11 channels,4,5,27,csp
3,0.5945945945945946,4.5,1Hz width 11 channels,4,5,27,csp
4,0.5135135135135135,4.5,1Hz width 11 channels,4,5,27,csp
5,0.581081081081081,4.5,1Hz width 11 channels,4,5,27,csp
6,0.5135135135135135,4.5,1Hz width 11 channels,4,5,27,csp
7,0.5540540540540541,4.5,1Hz width 11 channels,4,5,27,csp
8,0.5945945945945946,4.5,1Hz width 11 channels,4,5,27,csp
9,0.5405405405405406,4.5,1Hz width 11 channels,4,5,27,csp
10,0.527027027027027,5.5,1Hz width 11 channels,5,6,27,csp
11,0.5945945945945946,5.5,1Hz width 11 channels,5,6,27,csp
12,0.5,5.5,1Hz width 11 channels,5,6,27,csp
13,0.5945945945945946,5.5,1Hz width 11 channels,5,6,27,csp
14,0.5540540540540541,5.5,1Hz width 11 channels,5,6,27,csp
15,0.4864864864864865,5.5,1Hz width 11 channels,5,6,27,csp
16,0.5405405405405406,5.5,1Hz width 11 channels,5,6,27,csp
17,0.5540540540540541,5.5,1Hz width 11 channels,5,6,27,csp
18,0.5675675675675675,5.5,1Hz width 11 channels,5,6,27,csp
19,0.5675675675675675,5.5,1Hz width 11 channels,5,6,27,csp
20,0.5540540540540541,6.5,1Hz width 11 channels,6,7,27,csp
21,0.5135135135135135,6.5,1Hz width 11 channels,6,7,27,csp
22,0.527027027027027,6.5,1Hz width 11 channels,6,7,27,csp
23,0.5135135135135135,6.5,1Hz width 11 channels,6,7,27,csp
24,0.5540540540540541,6.5,1Hz width 11 channels,6,7,27,csp
25,0.5,6.5,1Hz width 11 channels,6,7,27,csp
26,0.5945945945945946,6.5,1Hz width 11 channels,6,7,27,csp
27,0.4729729729729729,6.5,1Hz width 11 channels,6,7,27,csp
28,0.5675675675675675,6.5,1Hz width 11 channels,6,7,27,csp
29,0.527027027027027,6.5,1Hz width 11 channels,6,7,27,csp
30,0.581081081081081,7.5,1Hz width 11 channels,7,8,27,csp
31,0.4864864864864865,7.5,1Hz width 11 channels,7,8,27,csp
32,0.4324324324324324,7.5,1Hz width 11 channels,7,8,27,csp
33,0.4324324324324324,7.5,1Hz width 11 channels,7,8,27,csp
34,0.4459459459459459,7.5,1Hz width 11 channels,7,8,27,csp
35,0.4594594594594595,7.5,1Hz width 11 channels,7,8,27,csp
36,0.5405405405405406,7.5,1Hz width 11 channels,7,8,27,csp
37,0.4054054054054054,7.5,1Hz width 11 channels,7,8,27,csp
38,0.4189189189189189,7.5,1Hz width 11 channels,7,8,27,csp
39,0.4594594594594595,7.5,1Hz width 11 channels,7,8,27,csp
40,0.5540540540540541,8.5,1Hz width 11 channels,8,9,27,csp
41,0.5945945945945946,8.5,1Hz width 11 channels,8,9,27,csp
42,0.5,8.5,1Hz width 11 channels,8,9,27,csp
43,0.527027027027027,8.5,1Hz width 11 channels,8,9,27,csp
44,0.4729729729729729,8.5,1Hz width 11 channels,8,9,27,csp
45,0.4459459459459459,8.5,1Hz width 11 channels,8,9,27,csp
46,0.5675675675675675,8.5,1Hz width 11 channels,8,9,27,csp
47,0.5,8.5,1Hz width 11 channels,8,9,27,csp
48,0.4594594594594595,8.5,1Hz width 11 channels,8,9,27,csp
49,0.5135135135135135,8.5,1Hz width 11 channels,8,9,27,csp
50,0.4729729729729729,9.5,1Hz width 11 channels,9,10,27,csp
51,0.5,9.5,1Hz width 11 channels,9,10,27,csp
52,0.5675675675675675,9.5,1Hz width 11 channels,9,10,27,csp
53,0.4864864864864865,9.5,1Hz width 11 channels,9,10,27,csp
54,0.5,9.5,1Hz width 11 channels,9,10,27,csp
55,0.3783783783783784,9.5,1Hz width 11 channels,9,10,27,csp
56,0.4459459459459459,9.5,1Hz width 11 channels,9,10,27,csp
57,0.4729729729729729,9.5,1Hz width 11 channels,9,10,27,csp
58,0.5,9.5,1Hz width 11 channels,9,10,27,csp
59,0.6486486486486487,9.5,1Hz width 11 channels,9,10,27,csp
60,0.4594594594594595,10.5,1Hz width 11 channels,10,11,27,csp
61,0.5405405405405406,10.5,1Hz width 11 channels,10,11,27,csp
62,0.4864864864864865,10.5,1Hz width 11 channels,10,11,27,csp
63,0.5405405405405406,10.5,1Hz width 11 channels,10,11,27,csp
64,0.5135135135135135,10.5,1Hz width 11 channels,10,11,27,csp
65,0.4324324324324324,10.5,1Hz width 11 channels,10,11,27,csp
66,0.527027027027027,10.5,1Hz width 11 channels,10,11,27,csp
67,0.4729729729729729,10.5,1Hz width 11 channels,10,11,27,csp
68,0.5405405405405406,10.5,1Hz width 11 channels,10,11,27,csp
69,0.581081081081081,10.5,1Hz width 11 channels,10,11,27,csp
70,0.4864864864864865,11.5,1Hz width 11 channels,11,12,27,csp
71,0.527027027027027,11.5,1Hz width 11 channels,11,12,27,csp
72,0.4729729729729729,11.5,1Hz width 11 channels,11,12,27,csp
73,0.4189189189189189,11.5,1Hz width 11 channels,11,12,27,csp
74,0.581081081081081,11.5,1Hz width 11 channels,11,12,27,csp
75,0.5675675675675675,11.5,1Hz width 11 channels,11,12,27,csp
76,0.4864864864864865,11.5,1Hz width 11 channels,11,12,27,csp
77,0.4324324324324324,11.5,1Hz width 11 channels,11,12,27,csp
78,0.4864864864864865,11.5,1Hz width 11 channels,11,12,27,csp
79,0.5405405405405406,11.5,1Hz width 11 channels,11,12,27,csp
80,0.5135135135135135,12.5,1Hz width 11 channels,12,13,27,csp
81,0.5135135135135135,12.5,1Hz width 11 channels,12,13,27,csp
82,0.5540540540540541,12.5,1Hz width 11 channels,12,13,27,csp
83,0.5,12.5,1Hz width 11 channels,12,13,27,csp
84,0.5540540540540541,12.5,1Hz width 11 channels,12,13,27,csp
85,0.6351351351351351,12.5,1Hz width 11 channels,12,13,27,csp
86,0.4594594594594595,12.5,1Hz width 11 channels,12,13,27,csp
87,0.527027027027027,12.5,1Hz width 11 channels,12,13,27,csp
88,0.4594594594594595,12.5,1Hz width 11 channels,12,13,27,csp
89,0.5135135135135135,12.5,1Hz width 11 channels,12,13,27,csp
90,0.527027027027027,13.5,1Hz width 11 channels,13,14,27,csp
91,0.5675675675675675,13.5,1Hz width 11 channels,13,14,27,csp
92,0.5540540540540541,13.5,1Hz width 11 channels,13,14,27,csp
93,0.5,13.5,1Hz width 11 channels,13,14,27,csp
94,0.5405405405405406,13.5,1Hz width 11 channels,13,14,27,csp
95,0.527027027027027,13.5,1Hz width 11 channels,13,14,27,csp
96,0.527027027027027,13.5,1Hz width 11 channels,13,14,27,csp
97,0.5675675675675675,13.5,1Hz width 11 channels,13,14,27,csp
98,0.4324324324324324,13.5,1Hz width 11 channels,13,14,27,csp
99,0.5,13.5,1Hz width 11 channels,13,14,27,csp
100,0.4324324324324324,14.5,1Hz width 11 channels,14,15,27,csp
101,0.5540540540540541,14.5,1Hz width 11 channels,14,15,27,csp
102,0.527027027027027,14.5,1Hz width 11 channels,14,15,27,csp
103,0.527027027027027,14.5,1Hz width 11 channels,14,15,27,csp
104,0.4729729729729729,14.5,1Hz width 11 channels,14,15,27,csp
105,0.4729729729729729,14.5,1Hz width 11 channels,14,15,27,csp
106,0.5,14.5,1Hz width 11 channels,14,15,27,csp
107,0.5135135135135135,14.5,1Hz width 11 channels,14,15,27,csp
108,0.527027027027027,14.5,1Hz width 11 channels,14,15,27,csp
109,0.5,14.5,1Hz width 11 channels,14,15,27,csp
110,0.581081081081081,15.5,1Hz width 11 channels,15,16,27,csp
111,0.5945945945945946,15.5,1Hz width 11 channels,15,16,27,csp
112,0.5405405405405406,15.5,1Hz width 11 channels,15,16,27,csp
113,0.5,15.5,1Hz width 11 channels,15,16,27,csp
114,0.4459459459459459,15.5,1Hz width 11 channels,15,16,27,csp
115,0.4189189189189189,15.5,1Hz width 11 channels,15,16,27,csp
116,0.5540540540540541,15.5,1Hz width 11 channels,15,16,27,csp
117,0.527027027027027,15.5,1Hz width 11 channels,15,16,27,csp
118,0.5135135135135135,15.5,1Hz width 11 channels,15,16,27,csp
119,0.5540540540540541,15.5,1Hz width 11 channels,15,16,27,csp
120,0.5945945945945946,5.5,3Hz width 11 channels,4,7,27,csp
121,0.5675675675675675,5.5,3Hz width 11 channels,4,7,27,csp
122,0.4729729729729729,5.5,3Hz width 11 channels,4,7,27,csp
123,0.5135135135135135,5.5,3Hz width 11 channels,4,7,27,csp
124,0.5540540540540541,5.5,3Hz width 11 channels,4,7,27,csp
125,0.527027027027027,5.5,3Hz width 11 channels,4,7,27,csp
126,0.4594594594594595,5.5,3Hz width 11 channels,4,7,27,csp
127,0.4864864864864865,5.5,3Hz width 11 channels,4,7,27,csp
128,0.5405405405405406,5.5,3Hz width 11 channels,4,7,27,csp
129,0.581081081081081,5.5,3Hz width 11 channels,4,7,27,csp
130,0.4729729729729729,7.5,3Hz width 11 channels,6,9,27,csp
131,0.581081081081081,7.5,3Hz width 11 channels,6,9,27,csp
132,0.4594594594594595,7.5,3Hz width 11 channels,6,9,27,csp
133,0.527027027027027,7.5,3Hz width 11 channels,6,9,27,csp
134,0.527027027027027,7.5,3Hz width 11 channels,6,9,27,csp
