,accuracy,confusion_matrix
0,0.69,"[[73 27]
 [35 65]]"
1,0.475,"[[46 74]
 [52 68]]"
2,0.595,"[[41 59]
 [22 78]]"
3,0.47738693467336685,"[[69 31]
 [73 26]]"
4,0.6903553299492385,"[[57 41]
 [20 79]]"
5,0.5404040404040404,"[[13 87]
 [ 4 94]]"
6,0.3888888888888889,"[[5 9]
 [2 2]]"
7,0.535,"[[55 45]
 [48 52]]"
8,0.905,"[[89 11]
 [ 8 92]]"
9,0.5175879396984925,"[[70 30]
 [66 33]]"
