,accuracy,confusion_matrix
0,0.535,"[[17 83]
 [10 90]]"
1,0.555,"[[36 64]
 [25 75]]"
2,0.5314285714285715,"[[15 71]
 [11 78]]"
3,0.795,"[[87 13]
 [28 72]]"
4,0.5526315789473685,"[[48 49]
 [36 57]]"
5,0.3764705882352941,"[[31  0]
 [53  1]]"
6,0.507537688442211,"[[24 76]
 [22 77]]"
7,0.5384615384615384,"[[43 54]
 [36 62]]"
8,0.5326633165829145,"[[82 18]
 [75 24]]"
9,0.525,"[[79 21]
 [74 26]]"
