,accuracy,confusion_matrix
0,0.57,"[[127  73]
 [ 99 101]]"
1,0.7568922305764411,"[[126  73]
 [ 24 176]]"
2,0.5431818181818182,"[[ 82 138]
 [ 63 157]]"
3,0.5893333333333334,"[[109  77]
 [ 77 112]]"
4,0.6210526315789474,"[[ 61  70]
 [ 38 116]]"
5,0.5939849624060151,"[[148  52]
 [110  89]]"
6,0.6758793969849246,"[[156  44]
 [ 85 113]]"
7,0.5855855855855856,"[[41 79]
 [13 89]]"
8,0.5175,"[[ 23 177]
 [ 16 184]]"
9,0.565,"[[ 61 139]
 [ 35 165]]"
10,0.6992481203007519,"[[144  55]
 [ 65 135]]"
11,0.5318181818181819,"[[ 47 173]
 [ 33 187]]"
12,0.472,"[[ 79 107]
 [ 91  98]]"
13,0.5298245614035088,"[[57 74]
 [60 94]]"
14,0.5263157894736842,"[[148  52]
 [137  62]]"
15,0.7010050251256281,"[[123  77]
 [ 42 156]]"
16,0.5045045045045045,"[[51 69]
 [41 61]]"
17,0.4925,"[[ 97 103]
 [100 100]]"
18,0.7568922305764411,"[[158  41]
 [ 56 144]]"
19,0.7117794486215538,"[[142  57]
 [ 58 142]]"
20,0.7175398633257403,"[[134  85]
 [ 39 181]]"
21,0.7513368983957219,"[[106  79]
 [ 14 175]]"
22,0.8415492957746479,"[[ 97  33]
 [ 12 142]]"
23,0.7562814070351759,"[[160  39]
 [ 58 141]]"
24,0.6876574307304786,"[[192   7]
 [117  81]]"
25,0.9321266968325792,"[[105  14]
 [  1 101]]"
26,0.706766917293233,"[[165  34]
 [ 83 117]]"
27,0.5454545454545454,"[[101 119]
 [ 81 139]]"
28,0.5113636363636364,"[[ 88 132]
 [ 83 137]]"
29,0.7289293849658315,"[[165  54]
 [ 65 155]]"
30,0.5180722891566265,"[[ 91 115]
 [ 85 124]]"
31,0.5538461538461539,"[[ 69  82]
 [ 63 111]]"
32,0.5056947608200456,"[[134  86]
 [131  88]]"
33,0.6643835616438356,"[[ 88 132]
 [ 15 203]]"
34,0.48854961832061067,"[[43 97]
 [37 85]]"
35,0.5386363636363637,"[[121  99]
 [104 116]]"
36,0.5946666666666667,"[[118  68]
 [ 84 105]]"
37,0.4826666666666667,"[[ 77 109]
 [ 85 104]]"
38,0.7165775401069518,"[[111  74]
 [ 32 157]]"
39,0.5325301204819277,"[[103 103]
 [ 91 118]]"
40,0.5192307692307693,"[[50 67]
 [58 85]]"
41,0.5294117647058824,"[[106  80]
 [ 96  92]]"
42,0.646112600536193,"[[177   9]
 [123  64]]"
43,0.5126903553299492,"[[39 67]
 [29 62]]"
44,0.5226666666666666,"[[ 29 157]
 [ 22 167]]"
45,0.6350877192982456,"[[ 65  66]
 [ 38 116]]"
46,0.5473684210526316,"[[ 44  87]
 [ 42 112]]"
47,0.8450704225352113,"[[108  22]
 [ 22 132]]"
48,0.5415384615384615,"[[ 48 103]
 [ 46 128]]"
49,0.5846153846153846,"[[61 56]
 [52 91]]"
50,0.5704225352112676,"[[74 57]
 [65 88]]"
51,0.7597173144876325,"[[118  13]
 [ 55  97]]"
52,0.6074766355140186,"[[30 21]
 [21 35]]"
53,0.5964912280701754,"[[ 59  72]
 [ 43 111]]"
54,0.5939849624060151,"[[ 91 109]
 [ 53 146]]"
55,0.5263157894736842,"[[ 89 111]
 [ 78 121]]"
56,0.7236180904522613,"[[172  27]
 [ 83 116]]"
57,0.5079726651480638,"[[134  86]
 [130  89]]"
58,0.5080213903743316,"[[153  33]
 [151  37]]"
59,0.5105633802816901,"[[123   8]
 [131  22]]"
60,0.5944584382871536,"[[ 42 158]
 [  3 194]]"
61,0.5067873303167421,"[[39 81]
 [28 73]]"
62,0.5388471177944862,"[[129  71]
 [113  86]]"
63,0.6708542713567839,"[[105  95]
 [ 36 162]]"
64,0.6708542713567839,"[[176  24]
 [107  91]]"
65,0.5113350125944585,"[[194   5]
 [189   9]]"
66,0.6666666666666666,"[[123  97]
 [ 49 169]]"
67,0.6809651474530831,"[[ 95  91]
 [ 28 159]]"
68,0.784452296819788,"[[ 93  38]
 [ 23 129]]"
69,0.6171284634760705,"[[ 55 145]
 [  7 190]]"
70,0.7863636363636364,"[[114   6]
 [ 41  59]]"
71,0.6532663316582915,"[[161  39]
 [ 99  99]]"
72,0.6486486486486487,"[[72 48]
 [30 72]]"
73,0.4954954954954955,"[[49 71]
 [41 61]]"
74,0.918552036199095,"[[104  15]
 [  3  99]]"
75,0.5038167938931297,"[[48 92]
 [38 84]]"
76,0.5888324873096447,"[[47 59]
 [22 69]]"
77,0.5420560747663551,"[[ 3 48]
 [ 1 55]]"
78,0.5067873303167421,"[[84 36]
 [73 28]]"
79,0.7636363636363637,"[[80 40]
 [12 88]]"
80,0.5045045045045045,"[[26 94]
 [16 86]]"
81,0.5675,"[[111  89]
 [ 84 116]]"
82,0.5225,"[[123  77]
 [114  86]]"
83,0.7017543859649122,"[[158  41]
 [ 78 122]]"
84,0.5318181818181819,"[[ 79 141]
 [ 65 155]]"
85,0.5333333333333333,"[[ 79 107]
 [ 68 121]]"
86,0.5684210526315789,"[[99 32]
 [91 63]]"
87,0.5162907268170426,"[[ 67 133]
 [ 60 139]]"
88,0.6507537688442211,"[[ 72 128]
 [ 11 187]]"
89,0.5405405405405406,"[[73 47]
 [55 47]]"
