,accuracy,confusion_matrix
0,0.6164021164021164,"[[ 99  99]
 [ 46 134]]"
1,0.636604774535809,"[[142  56]
 [ 81  98]]"
2,0.6380697050938338,"[[136  59]
 [ 76 102]]"
3,0.7193877551020408,"[[85 27]
 [28 56]]"
4,0.6047745358090185,"[[110  88]
 [ 61 118]]"
5,0.828042328042328,"[[163  35]
 [ 30 150]]"
6,0.7081081081081081,"[[163  29]
 [ 79  99]]"
7,0.8994708994708994,"[[196   2]
 [ 36 144]]"
8,0.6878306878306878,"[[170  28]
 [ 90  90]]"
9,0.6137566137566137,"[[100  98]
 [ 48 132]]"
10,0.49624060150375937,"[[ 65 135]
 [ 66 133]]"
11,0.5113924050632911,"[[111  86]
 [107  91]]"
12,0.4954128440366973,"[[69 45]
 [65 39]]"
13,0.5263157894736842,"[[132  68]
 [121  78]]"
14,0.74,"[[163  37]
 [ 67 133]]"
15,0.625,"[[142  52]
 [ 95 103]]"
16,0.7575,"[[171  29]
 [ 68 132]]"
17,0.545,"[[104  96]
 [ 86 114]]"
18,0.6445623342175066,"[[143  55]
 [ 79 100]]"
19,0.49624060150375937,"[[153  47]
 [154  45]]"
20,0.5177664974619289,"[[ 43 154]
 [ 36 161]]"
21,0.5207373271889401,"[[102  12]
 [ 92  11]]"
22,0.5276381909547738,"[[120  80]
 [108  90]]"
23,0.6541353383458647,"[[122  78]
 [ 60 139]]"
24,0.6240409207161125,"[[ 89 105]
 [ 42 155]]"
25,0.731829573934837,"[[198   2]
 [105  94]]"
26,0.5463659147869674,"[[103  97]
 [ 84 115]]"
27,0.6595174262734584,"[[ 97  98]
 [ 29 149]]"
28,0.5063291139240507,"[[123  74]
 [121  77]]"
29,0.5380710659898477,"[[106  91]
 [ 91 106]]"
30,0.49295774647887325,"[[53 58]
 [50 52]]"
31,0.5025380710659898,"[[ 96 101]
 [ 95 102]]"
32,0.6860759493670886,"[[113  84]
 [ 40 158]]"
33,0.6046511627906976,"[[110  81]
 [ 72 124]]"
34,0.7417721518987341,"[[128  69]
 [ 33 165]]"
35,0.5645569620253165,"[[123  74]
 [ 98 100]]"
36,0.7704081632653061,"[[83 29]
 [16 68]]"
37,0.518348623853211,"[[76 38]
 [67 37]]"
38,0.511520737327189,"[[95 19]
 [87 16]]"
39,0.5164319248826291,"[[37 74]
 [29 73]]"
40,0.5345622119815668,"[[78 36]
 [65 38]]"
41,0.8807339449541285,"[[ 91  23]
 [  3 101]]"
42,0.7,"[[62 46]
 [17 85]]"
43,0.9587155963302753,"[[110   4]
 [  5  99]]"
44,0.5642201834862385,"[[98 16]
 [79 25]]"
45,0.6392572944297082,"[[152  46]
 [ 90  89]]"
46,0.5238095238095238,"[[124  76]
 [114  85]]"
47,0.49748743718592964,"[[ 81 119]
 [ 81 117]]"
48,0.5228426395939086,"[[ 93 104]
 [ 84 113]]"
49,0.5253456221198156,"[[70 44]
 [59 44]]"
50,0.6967418546365914,"[[142  58]
 [ 63 136]]"
51,0.618925831202046,"[[128  66]
 [ 83 114]]"
52,0.7794486215538847,"[[166  34]
 [ 54 145]]"
53,0.5614035087719298,"[[150  50]
 [125  74]]"
54,0.8306878306878307,"[[163  35]
 [ 29 151]]"
55,0.6875,"[[137  63]
 [ 62 138]]"
56,0.6666666666666666,"[[134  66]
 [ 67 132]]"
57,0.6987341772151898,"[[143  54]
 [ 65 133]]"
58,0.8623853211009175,"[[89 25]
 [ 5 99]]"
59,0.7167919799498746,"[[157  43]
 [ 70 129]]"
60,0.7729591836734694,"[[130  64]
 [ 25 173]]"
61,0.835,"[[182  18]
 [ 48 152]]"
62,0.76,"[[181  19]
 [ 77 123]]"
63,0.7081081081081081,"[[158  34]
 [ 74 104]]"
64,0.6224489795918368,"[[136  58]
 [ 90 108]]"
65,0.59846547314578,"[[ 99  95]
 [ 62 135]]"
66,0.5684754521963824,"[[137  54]
 [113  83]]"
67,0.6952380952380952,"[[79 29]
 [35 67]]"
68,0.5933503836317136,"[[132  62]
 [ 97 100]]"
69,0.798469387755102,"[[153  41]
 [ 38 160]]"
70,0.8469387755102041,"[[162  32]
 [ 28 170]]"
71,0.6147959183673469,"[[183  11]
 [140  58]]"
72,0.91005291005291,"[[180  18]
 [ 16 164]]"
73,0.7675,"[[154  46]
 [ 47 153]]"
74,0.7468671679197995,"[[170  30]
 [ 71 128]]"
75,0.739240506329114,"[[140  57]
 [ 46 152]]"
76,0.9678899082568807,"[[110   4]
 [  3 101]]"
77,0.7443609022556391,"[[157  43]
 [ 59 140]]"
78,0.865,"[[164  36]
 [ 18 182]]"
79,0.8698979591836735,"[[168  26]
 [ 25 173]]"
80,0.79,"[[163  37]
 [ 47 153]]"
81,0.6851851851851852,"[[193   5]
 [114  66]]"
82,0.5625,"[[124  76]
 [ 99 101]]"
83,0.5037593984962406,"[[126  74]
 [124  75]]"
84,0.5594936708860759,"[[158  39]
 [135  63]]"
85,0.6146788990825688,"[[63 51]
 [33 71]]"
86,0.568922305764411,"[[158  42]
 [130  69]]"
87,0.715,"[[162  38]
 [ 76 124]]"
88,0.6632653061224489,"[[168  26]
 [106  92]]"
89,0.7725,"[[188  12]
 [ 79 121]]"
